FDP Name,Street Name,Section,Latitude,Longitude
TNM_C002_DP0022,PINTAS HOSPITAL,PEKAN TENOM,5.122855254,115.9419716
TNM_C002_DP0023,PINTAS HOSPITAL,PEKAN TENOM,5.122401948,115.9415429
TNM_C002_DP0024,PINTAS HOSPITAL,PEKAN TENOM,5.121959506,115.9411675
TNM_C002_DP0025,PADAS,PEKAN TENOM,5.121398864,115.9411526
TNM_C002_DP0026,TAPIKONG CINA BYPASS,PANGIE LIGHT INDUSTRIAL,5.122464001,115.9405359
TNM_C002_DP0027,TAPIKONG CINA BYPASS,PANGIE LIGHT INDUSTRIAL,5.122015917,115.9399883
TNM_C002_DP0028,DATUK YASSIN,BANGUNAN KEDAI PEKAN TENOM,5.121868201,115.9401909
TNM_C002_DP0029,KENINGAU TENOM,BANGUNAN KEDAI PEKAN TENOM,5.121980716,115.9400556
TNM_C002_DP0030,MASJID BYPASS,PEKAN TENOM,5.127611249,115.9441629
TNM_C002_DP0031,MASJID BYPASS,PEKAN TENOM,5.129718654,115.9475974
TNM_C002_DP0032,TOH PUAN HAJJAH KUSNAH,PEKAN TENOM,5.123307224,115.9435992
TNM_C002_DP0033,KG BAHAGIA,KAMPUNG BAHAGIA,5.132440791,115.9416333
TNM_C002_DP0034,KG BAHAGIA,KAMPUNG BAHAGIA,5.130366384,115.9422777
TNM_C002_DP0035,TMN BAHAGIA,TAMAN BAHAGIA,5.129446303,115.94362
TNM_C002_DP0036,TMN BAHAGIA,TAMAN BAHAGIA,5.130083102,115.9434453
TNM_C002_DP0037,TMN BAHAGIA A,TAMAN BAHAGIA,5.130355152,115.9429061
TNM_C002_DP0038,KG BAHAGIA,KAMPUNG BAHAGIA,5.128233638,115.9422497
TNM_C002_DP0039,KOLAM,KAMPUNG BAHAGIA,5.127673056,115.9420436
TNM_C002_DP0040,KOLAM,KAMPUNG BAHAGIA,5.126218294,115.9431878
TNM_C002_DP0041,KOLAM,KAMPUNG BAHAGIA,5.125523832,115.943852
TNM_C002_DP0042,MASJID BYPASS,TAMAN LEBIH MAJU,5.129691825,115.9464016
TNM_C002_DP0043,SRK PEKAN TENOM,KAMPUNG BAHAGIA,5.128242795,115.9450121
TNM_C002_DP0044,KENINGAU-TENOM,KAMPUNG BAHAGIA,5.127270345,115.9461735
TNM_C002_DP0045,TMN ENG HUAT,TAMAN ENG HUAT,5.126205239,115.944705
TNM_C002_DP0046,TAMAN ENG HUAT,TAMAN ENG HUAT,5.126150292,115.9443424
TNM_C002_DP0047,TENOM LAMA,PEKAN TENOM,5.116932705,115.9337956
TNM_C002_DP0048,SRK PEKAN TENOM,KAMPUNG BAHAGIA,5.128720556,115.9437808
TNM_C002_DP0049,PINTAS BINAIE,PEKAN TENOM,5.11981704,115.9422672
TNM_C002_DP004A,TUN MUSTAPHA,PEKAN TENOM,,
TNM_C002_DP0050,PINTAS BINAIE,PEKAN TENOM,5.120317493,115.9416006
TNM_C002_DP0051,MASJID BYPASS,PEKAN TENOM,5.120794272,115.9413042
TNM_C002_DP0052,MASJID BYPASS,PEKAN TENOM,5.120870952,115.9402398
TNM_C002_DP0053,MASJID BYPASS,PEKAN TENOM,5.120133159,115.9398399
TNM_C002_DP0054,MASJID BYPASS,PEKAN TENOM,5.120172924,115.9404621
TNM_C002_DP0055,MASJID BYPASS,PEKAN TENOM,5.121764581,115.9413114
TNM_C002_DP0056,MASJID BYPASS,PEKAN TENOM,5.123166436,115.9428449
TNM_C002_DP0057,MASJID BYPASS,PEKAN TENOM,5.123889513,115.9430903
TNM_C002_DP0058,MASJID BYPASS,PEKAN TENOM,5.123505059,115.9412892
TNM_C002_DP0059,TENOM LAMA,KG TENOM LAMA,5.118931676,115.9345234
TNM_C002_DP0060,TENOM LAMA,KG TENOM LAMA,5.117402126,115.9356142
TNM_C002_DP0061,MASJID BYPASS,PEKAN TENOM,5.122935894,115.9440956
TNM_C002_DP0062,MASJID BYPASS,PEKAN TENOM,5.123103557,115.9434228
TNM_C002_DP0063,MASJID BYPASS,PEKAN TENOM,5.122789189,115.9431639
TNM_C002_DP0064,MASJID BYPASS,PEKAN TENOM,5.122954057,115.942603
TNM_C002_DP0065,TOH PUAN HAJJAH KUSNAH,PEKAN TENOM,5.123511522,115.9430601
TNM_C002_DP0066,TUN AHMAD RAFFAI,TENOM,5.12522346,115.9376178
TNM_C002_DP0067,KENINGAU-TENOM,TENOM - TIKET SERAHAN TINGKAP,5.126546838,115.9452304
TNM_C002_DP0068,KENINGAU-TENOM,KAMPUNG KALANG,5.130111819,115.9467081
TNM_C002_DP0069,TAPIKONG CINA BYPASS,,5.124210586,115.9404549
TNM_C002_DP0070,TENOM JAYA,TENOM,5.119852096,115.9424304
TNM_C002_DP010A,PASAR BARU,PEKAN TENOM,5.121788115,115.9428667
TNM_C002_DP010B,TENOM-KENINGAU,PEKAN TENOM,5.121621615,115.942362
TNM_C002_DP013A,PASAR BARU,PEKAN TENOM,5.119912942,115.9419675
TNM_C002_DP014A,PASAR BARU,PEKAN TENOM,5.120267783,115.9414509
TNM_C002_DP014B,TUN MUSTAPHA,PEKAN TENOM,5.120359709,115.9409914
TNM_C002_DP016A,PINTAS HOSPITAL,PEKAN TENOM,,
TNM_C002_DP026A,TAPIKONG CINA BYPASS,PANGIE LIGHT INDUSTRIAL,,
TNM_C002_DP027A,TAPIKONG CINA BYPASS,PANGIE LIGHT INDUSTRIAL,,
TNM_C002_DP028A,TUN MUSTAPHA,PANGIE LIGHT INDUSTRIAL,,
TNM_C002_DP028B,TOH PUAN HAJAH KUSNAH,BANGUNAN KEDAI PEKAN TENOM,,
TNM_C002_DP029A,TOH PUAN RAHIMA,BANGUNAN KEDAI PEKAN TENOM,,
TNM_C002_DP029B,BUKIT BENDIRA,BALAI POLIS TENOM,,
TNM_C002_DP029C,ANTANOM,BANGUNAN PEKAN TENOM,,
TNM_C002_DP031A,TENOM-KENINGAU,TENOM,5.131971702,115.9487127
TNM_C002_DP031B,PINTAS MASJID,TENOM,5.129998554,115.9467926
TNM_C002_DP033A,KG BAHAGIA,KAMPUNG BAHAGIA,5.132108345,115.9427945
TNM_C002_DP033B,KG BAHAGIA,KAMPUNG BAHAGIA,5.131051518,115.9436912
TNM_C002_DP034A,KG BAHAGIA,KAMPUNG BAHAGIA,5.131950965,115.9413313
TNM_C002_DP035A,TMN BAHAGIA B,TAMAN BAHAGIA,5.129755047,115.9439591
TNM_C002_DP037A,TMN BAHAGIA A,TAMAN BAHAGIA,5.130548466,115.9430942
TNM_C002_DP039A,KOLAM,KAMPUNG BAHAGIA,5.128469914,115.9411304
TNM_C002_DP041A,TOH PUAN HAJJAH RAHIMAH STEPHENS,PEKAN TENOM,5.124571834,115.943092
TNM_C002_DP041B,TOH TUAN RAHIMA,TENOM,5.124552168,115.9438487
TNM_C002_DP042A,TAMAN LEBIH MAJU A,TAMAN LEBIH MAJU,5.129275176,115.9472383
TNM_C002_DP044A,MASJID,KAMPUNG BAHAGIA,5.129210024,115.9447359
TNM_C002_DP044B,MASJID,KAMPUNG BAHAGIA,5.12833192,115.9457382
TNM_C002_DP045A,TMN ENG HUAT,TAMAN ENG HUAT,5.125847435,115.945092
TNM_C002_DP046B,MASJID BYPASS,TENOM,5.12685347,115.944969
TNM_C002_DP049A,PINTAS BINAIE,PEKAN TENOM,5.119995102,115.9421553
TNM_C002_DP049B,BINAIE BYPASS,',5.119767175,115.9418766
TNM_C002_DP050A,PINTAS BINAIE,PEKAN TENOM,5.120148039,115.9417565
TNM_C002_DP051A,PASAR,PEKAN TENOM,5.120962171,115.9419855
TNM_C002_DP051B,BINAIE BYPASS,PEKAN TENOM,,
TNM_C002_DP052A,MASJID BYPASS,PEKAN TENOM,5.120684528,115.9404168
TNM_C002_DP053A,MASJID BYPASS,PEKAN TENOM,5.118358132,115.938813
TNM_C002_DP056A,MASJID BYPASS,PEKAN TENOM,5.123393082,115.9425342
TNM_C002_DP057A,MASJID BYPASS,PEKAN TENOM,5.124286248,115.9430363
TNM_C002_DP065A,TOH PUAN HAJAH KUSNAH,BANGUNAN KEDAI PEKAN TENOM,5.124119532,115.9431724
TNM_C002_DP070A,TENOM JAYA,TENOM,5.120020989,115.942089
TNM_C004_DP0001,BUNUT,KAMPUNG BUNUT,5.123497826,115.9526249
TNM_C004_DP0002,BUNUT,KAMPUNG BUNUT,5.123008877,115.9521123
TNM_C004_DP0003,BUNUT,KAMPUNG BUNUT,5.123346259,115.9505682
TNM_C004_DP0004,BUNUT,KAMPUNG BUNUT,5.122854377,115.9513563
TNM_C004_DP0005,BUNUT,KAMPUNG BUNUT,5.122089246,115.9517845
TNM_C004_DP0006,BUNUT,KAMPUNG BUNUT,5.121624769,115.9503826
TNM_C004_DP0007,BUNUT,KAMPUNG BUNUT,5.122564439,115.9501564
TNM_C004_DP0008,BUNUT,KAMPUNG BUNUT,5.122370706,115.949021
TNM_C004_DP0009,BINAI,KAMPUNG BUNUT,5.121325626,115.9473278
TNM_C004_DP0010,TENOM,TAMAN BUNGA RAYA,5.122578226,115.946441
TNM_C004_DP0011,TENOM,TAMAN BUNGA RAYA,5.122180536,115.9467673
TNM_C004_DP0012,BINAI,KAMPUNG BUNUT,5.122692737,115.9460113
TNM_C004_DP0013,TAMAN IMPRESIF,TAMAN IMPRESIF,5.127747266,115.947185
TNM_C004_DP0014,TAMAN IMPRESIF,TAMAN IMPRESIF,5.127515619,115.9471101
TNM_C004_DP0015,TAMAN IMPRESIF,TAMAN IMPRESIF,5.127707083,115.9468063
TNM_C004_DP0016,TENOM-KENINGAU,,5.124894207,115.9448143
TNM_C004_DP0017,BUNUT,IBUPEJABAT POLIS DEARAH TENOM,5.122528758,115.94752
TNM_C004_DP0018,BUNUT,IBUPEJABAT POLIS DEARAH TENOM,5.12285187,115.9478921
TNM_C004_DP0019,BUNUT,IBUPEJABAT POLIS DEARAH TENOM,5.123159685,115.947899
TNM_C004_DP0020,TAMAN JUTA,TAMAN JUTA,5.129713681,115.9485124
TNM_C004_DP0021,TAMAN JUTA,TAMAN JUTA,5.129487554,115.9483628
TNM_C004_DP0022,ORCHARD PLAZA,ORCHARD PLAZA,5.119166233,115.9436527
TNM_C004_DP0023,ORCHARD PLAZA,ORCHARD PLAZA,5.119403885,115.9438264
TNM_C004_DP0024,ORCHARD PLAZA,ORCHARD PLAZA,5.119311479,115.9443064
TNM_C004_DP0025,ORCHARD PLAZA,ORCHARD PLAZA,5.118365415,115.9445603
TNM_C004_DP0026,ORCHARD PLAZA,ORCHARD PLAZA,5.118707671,115.9448875
TNM_C004_DP0027,ORCHARD PLAZA,ORCHARD PLAZA,5.117802189,115.9449708
TNM_C004_DP0028,ORCHARD PLAZA,ORCHARD PLAZA,5.117956359,115.9452163
TNM_C004_DP0029,ORCHARD PLAZA,ORCHARD PLAZA,5.1181971,115.9453934
TNM_C004_DP012A,BINAI,KAMPUNG BUNUT,,
TNM_C004_DP013A,TAMAN IMPRESIF,TAMAN IMPRESIF,5.128304086,115.9471721
TNM_C004_DP014A,TAMAN IMPRESIF,TAMAN IMPRESIF,5.127335211,115.9473914
TNM_C004_DP015A,TENOM-KENINGAU,KG. BUNUT,5.127010096,115.9467499
TNM_C004_DP016A,TENOM-KENINGAU,KUATERS KERETAPI TENOM,5.124297374,115.9452753
TNM_C004_DP016B,HAJJAH KUSNAH,,5.12366441,115.9437681
TNM_C004_DP017A,BUNUT,IBUPEJABAT POLIS DAERAH TENOM,5.122540278,115.9473744
TNM_C004_DP017B,BUNUT,IBUPEJABAT POLIS DAERAH TENOM,5.122713807,115.9471592
TNM_C004_DP017C,BUNUT,IBUPEJABAT POLIS DAERAH TENOM,5.123029606,115.9472892
TNM_C004_DP018A,BUNUT,IBUPEJABAT POLIS DAERAH TENOM,5.122951817,115.9479597
TNM_C004_DP018B,BUNUT,IBUPEJABAT POLIS DAERAH TENOM,5.122277905,115.9482193
TNM_C004_DP019A,BUNUT,IBUPEJABAT POLIS DAERAH TENOM,5.123242579,115.9479682
TNM_C004_DP022A,ORCHARD PLAZA,ORCHARD PLAZA,,
TNM_C004_DP023A,ORCHARD PLAZA,ORCHARD PLAZA,,
TNM_C004_DP024A,ORCHARD PLAZA,ORCHARD PLAZA,,
TNM_C004_DP026A,ORCHARD PLAZA,ORCHARD PLAZA,,
TNM_C004_DP027A,ORCHARD PLAZA,ORCHARD PLAZA,,
TNM_C004_DP029A,ORCHARD PLAZA,ORCHARD PLAZA,,
TNM_C005M_DP0001,KAMPUNG MANTAILANG,SK MANTAILANG,5.169057563,115.9585362
TNM_C005M_DP0002,TENOM KENINGAU,SMK TENOM,5.16754122,115.9595283
TNM_C005M_DP0003,TENOM KENINGAU,SJK (C) KONG MIN,5.165162035,115.9592522
TNM_C005M_DP0004,TAMAN KO PELAJARAN,TAMAN KO PELAJARAN,5.161471971,115.9626605
TNM_C005M_DP0005,2,TAMAN KO PELAJARAN,5.162758996,115.9614501
TNM_C005M_DP0006,TAMAN KO PELAJARAN,TAMAN KO PELAJARAN,5.162514245,115.9607819
TNM_C005M_DP0007,B,"TAMAN SRI MANTAILANG, TENOM",5.162877194,115.9629622
TNM_C005M_DP0008,A,"TAMAN SRI MANTAILANG, TENOM",5.164071859,115.9607752
TNM_C005M_DP0009,1,TAMAN KO PELAJARAN,5.163206162,115.9605096
TNM_C005M_DP0010,SRI MANTAILANG,TAMAN SRI MANTAILANG,5.164098478,115.9615295
TNM_C005M_DP0011,KAMPUNG MANTAILANG,KG MANTAILANG,5.171426023,115.9487848
TNM_C005M_DP0012,TENOM KENINGAU,KG SIMPANGAN,5.174306694,115.9682445
TNM_C005M_DP0013,TENOM KENINGAU,KG MANTAILANG,5.171692384,115.9627073
TNM_C005M_DP0014,TENOM KENINGAU,KG MANTAILANG,5.169305951,115.9560573
TNM_C005M_DP0015,SIMPANGAN BYPASS,KG BATU 90,5.169305951,115.9560573
TNM_C005M_DP0016,KENINIGAU-TENOM,KAMPUNG KALANG,5.170651344,115.9591474
TNM_C005M_DP0017,KENINIGAU-TENOM,KAMPUNG KALANG,5.170870806,115.9344453
TNM_C005M_DP0018,KENINIGAU-TENOM,KAMPUNG KALANG,5.173269815,115.9670098
TNM_C005M_DP0019,KG MANTAILANG,KAMPUNG MANTAILANG,5.171485859,115.9487801
TNM_C005M_DP0020,KAMPUNG MANTAILANG,KAMPUNG MANTAILANG,5.177996778,115.946776
TNM_C005M_DP002A,TENOM-KENINGAU,KG MANTAILANG,5.167159465,115.9592956
TNM_C005M_DP002B,TENOM-KENINGAU,KG MANTAILANG,5.168799465,115.9616011
TNM_C005M_DP004A,4,TAMAN KO PELAJARAN,5.161884377,115.9629606
TNM_C005M_DP005A,3,TAMAN KO PELAJARAN,5.162456646,115.961915
TNM_C005M_DP006A,1,TAMAN KO PELAJARAN,5.163102953,115.960961
TNM_C005M_DP007A,B,"TAMAN SRI MANTAILANG, TENOM",5.162596842,115.9624185
TNM_C005M_DP008A,A,"TAMAN SRI MANTAILANG, TENOM",5.164069376,115.9638586
TNM_C005M_DP009A,4,TAMAN KO PELAJARAN,5.161557171,115.9629612
TNM_C005M_DP010A,KENINGAU-TENOM,"TAMAN SRI MANTAILANG, TENOM",5.164084398,115.9635001
TNM_C005M_DP011A,MANTAILANG,KAMPUNG MANTAILANG,5.177658719,115.9468046
TNM_C005M_DP011B,MANTAILANG,KAMPUNG MANTAILANG,5.17597738,115.9473657
TNM_C005M_DP011C,MANTAILANG,KAMPUNG MANTAILANG,5.173949855,115.9480484
TNM_C005M_DP012,SIMPANGAN,KAMPUNG SIMPANGAN,,
TNM_C005M_DP012A,KALANG KG. SIMPANGAN,KAMPUNG SIMPANGAN,5.174901844,115.9688742
TNM_C005M_DP012B,KALANG KG. SIMPANGAN,KAMPUNG SIMPANGAN,5.165393303,115.9691392
TNM_C005M_DP012C,KALANG KG. SIMPANGAN,KAMPUNG SIMPANGAN,5.17221857,115.9690313
TNM_C005M_DP012D,TENOM-KENINGAU,KAMPUNG SIMPANGAN,5.173237881,115.97176
TNM_C005M_DP013A,UNDUSAN,KAMPUNG UNDUSAN,5.174558571,115.9633858
TNM_C005M_DP013B,TENOM-KENINGAU,KAMPUNG MANTAILANG,5.170952802,115.9591856
TNM_C005M_DP013C,TENOM-KENINGAU,KAMPUNG MANTAILANG,5.17100144,115.9638242
TNM_C005M_DP014A,TENOM - KENINGAU,"KAMPUNG MANTAILANG, TENOM",5.169300264,115.9513957
TNM_C005M_DP018A,KENINIGAU-TENOM,KAMPUNG KALANG,5.171372832,115.962806
TNM_C006_DP0001,KENARI 8,KALLANG,5.146669498,115.9496336
TNM_C006_DP0002,KENARI 8,KALLANG,5.146893245,115.950302
TNM_C006_DP0003,KENARI 6,KALLANG,5.147120355,115.951032
TNM_C006_DP0004,KENARI 6,KALLANG,5.147276807,115.9515742
TNM_C006_DP0005,KENARI 3,KALLANG,5.147665882,115.9522098
TNM_C006_DP0006,KENARI 7,KALLANG,5.147478347,115.9497473
TNM_C006_DP0007,KENARI 7,KALLANG,5.147574856,115.9500752
TNM_C006_DP0008,KENARI 7,KALLANG,5.147796681,115.9508026
TNM_C006_DP0009,KENARI 7,KALLANG,5.147958455,115.9513395
TNM_C006_DP0010,KENARI 3,KALLANG,5.148895298,115.9524301
TNM_C006_DP0011,KENARI 1,KALLANG,5.150218803,115.9522001
TNM_C006_DP0012,KENARI 1,KALLANG,5.150204952,115.9529238
TNM_C006_DP0013,KENARI 1,KALLANG,5.150141862,115.9541103
TNM_C006_DP0014,KENARI 1,KALLANG,5.150137723,115.954915
TNM_C006_DP0015,KENARI 2,KALLANG,5.149337568,115.9555902
TNM_C006_DP0016,KALANG,KALANG,5.145080764,115.9704842
TNM_C006_DP0017,BOSOI KALLANG 2,KALLANG,5.148375233,115.9506155
TNM_C006_DP0018,KENARI 5,KALLANG,5.148656797,115.9518856
TNM_C006_DP0019,KALLANG,KALANG KANAR,5.146910937,115.9661374
TNM_C006_DP0020,KALLANG,KALANG KANAR,5.149842546,115.9645951
TNM_C006_DP0021,KALLANG,KALANG,5.149452394,115.9601123
TNM_C006_DP0022,KALANG,KG KALANG,5.14935764,115.9581342
TNM_C006_DP0023,TENOM-KENINGAU,KG KALANG,5.148044312,115.9570078
TNM_C006_DP0024,TENOM-KENINGAU,KG NALUYAN,5.15693202,115.9589486
TNM_C006_DP0025,KENARI 10,PERUMAHAN KALLANG PHASE 3,5.147429491,115.9485639
TNM_C006_DP0026,BOSOI KALLANG 4A,PERUMAHAN KALLANG PHASE 3,5.14797684,115.9485111
TNM_C006_DP0027,BOSOI KALLANG 1,PERUMAHAN KALLANG PHASE 3,5.148520401,115.9486159
TNM_C006_DP0028,MANSALIMA,KAMPUNG MANSALIMA,5.145415165,115.9619873
TNM_C006_DP0029,GUNTING,KAMPUNG GUNTING,5.147838929,115.969234
TNM_C006_DP0030,GUNTING,KAMPUNG GUNTING,5.150682691,115.9701787
TNM_C006_DP0031,LORONG KENARI 2,TAMAN KALLANG,5.149699781,115.9554921
TNM_C006_DP0032,KENINGAU TENOM,TAMAN VILLA NALUYAN,5.15794187,115.9603336
TNM_C006_DP0033,KENINGAU TENOM,TAMAN VILLA NALUYAN,5.157706729,115.960676
TNM_C006_DP0034,KENINGAU TENOM,TAMAN VILLA NALUYAN,5.157473058,115.9610139
TNM_C006_DP0035,KENINGAU TENOM,TAMAN VILLA NALUYAN,5.157234977,115.9603749
TNM_C006_DP0036,SG. NALUYAN,KAMPUNG NALUYAN,5.155377357,115.9615776
TNM_C006_DP0037,KALLANG SIMPANGAN,KAMPUNG BAAH,5.156285592,115.9662375
TNM_C006_DP0038,KALLANG SIMPANGAN,KAMPUNG BAAH,5.156438435,115.9674534
TNM_C006_DP0039,KALLANG HEIGHT,KALLANG HEIGHT,5.149060258,115.9547422
TNM_C006_DP0040,KALLANG HEIGHT,KALLANG HEIGHT,5.148657874,115.9552414
TNM_C006_DP0041,KENARI 2,KAMPUNG KALANG,5.148780806,115.9554634
TNM_C006_DP0042,KALANG,TENOM,5.141204995,115.964144
TNM_C006_DP0043,KALANG,TENOM,5.142873148,115.9671151
TNM_C006_DP0044,KENINGAU-TENOM,KAMPUNG KALANG,5.150377899,115.956603
TNM_C006_DP0045,KENARI 2,KAMPUNG KALANG,5.149059056,115.9483641
TNM_C006_DP0046,KENARI 2,KAMPUNG KALANG,5.148902083,115.9493577
TNM_C006_DP0047,KENARI 2,KAMPUNG KALANG,5.149840506,115.9487787
TNM_C006_DP0048,KENARI 2,KAMPUNG KALANG,5.14988975,115.9496337
TNM_C006_DP0049,KENARI 2,KAMPUNG KALANG,5.149888569,115.950542
TNM_C006_DP015A,KENARI 2,KALLANG,5.148525894,115.9557328
TNM_C006_DP015B,KENARI 1,KALLANG,5.149595352,115.9561998
TNM_C006_DP017A,BOSOI KALLANG 2,KALLANG,,
TNM_C006_DP020A,KALLANG,KALLANG KANAR,5.151084348,115.9648775
TNM_C006_DP021A,KALLANG,KALLANG KANAR,5.146817293,115.9593734
TNM_C006_DP022A,KALANG,KG KALANG,5.148668275,115.9582065
TNM_C006_DP024A,KG NALUYAN,KG NALUYAN,5.159264323,115.9564108
TNM_C006_DP024B,KG NALUYAN,KG NALUYAN,5.15782813,115.9571282
TNM_C006_DP027A,BOSOI KALLANG 2,PERUMAHAN KALLANG PHASE 3,5.148621393,115.9501251
TNM_C006_DP028A,MANSALIMA,KAMPUNG MANSALIMA,5.142491313,115.9605546
TNM_C006_DP029A,GUNTING,KAMPUNG GUNTING,5.149608479,115.9705948
TNM_C006_DP030A,GUNTING,KAMPUNG GUNTING,5.151628906,115.9681339
TNM_C006_DP030B,GUNTING,KAMPUNG GUNTING,5.151902743,115.9668618
TNM_C006_DP035A,SG NALUYAN,KAMPUNG NALUYAN,,
TNM_C006_DP038A,KALLANG SIMPANGAN,KAMPUNG BAAH,,
TNM_C006_DP039A,KALLANG HEIGHT,KALLANG HEIGHT,5.148654411,115.954609
TNM_C006_DP042A,KALANG,TENOM,5.141326716,115.9621468
TNM_C006_DP043A,KALANG,TENOM,5.14496254,115.9670606
TNM_C006_DP044A,KENINGAU-TENOM,KAMPUNG KALANG,5.150515976,115.9562701
TNM_C008_DP0001,TENOM KEMABONG,KAMPUNG CHINTA MATA,5.088887147,115.946138
TNM_C008_DP0002,PADAS VIEW OFF JALAN TENOM KEMABONG,PADAS VIEW KAMPUNG CHINTA MATA,5.090563384,115.9469097
TNM_C008_DP0003,TENOM KEMABONG,KAMPUNG CHINTA MATA,5.090575366,115.9463924
TNM_C008_DP0004,TENOM KEMABONG,KAMPUNG CHINTA MATA,5.092283995,115.9464699
TNM_C008_DP0005,CHINTA MATA OFF JLN TENOM KEMABONG,KAMPUNG CHINTA MATA BUKIT,5.092439829,115.9440269
TNM_C008_DP0006,TENOM KEMABONG,KAMPUNG CHINTA MATA,5.093191255,115.9465913
TNM_C008_DP0007,TENOM KEMABONG,KAMPUNG CHINTA MATA,5.095897003,115.9469408
TNM_C008_DP0008,TENOM KEMABONG,KAMPUNG CHINTA MATA,5.098144187,115.946178
TNM_C008_DP0009,TENOM KEMABONG,KAMPUNG CHINTA MATA,5.095881009,115.9416299
TNM_C008_DP0010,TENOM KEMABONG,KAMPUNG CHINTA MATA,5.096081062,115.9415263
TNM_C008_DP0011,TENOM KEMABONG,KAMPUNG CHINTA MATA,5.099221725,115.9456575
TNM_C008_DP0012,AMBOI DUA OFF JLN         TENOM KEMABONG,KAMPUNG AMBOI DUA,5.107624606,115.9418727
TNM_C008_DP0013,TENOM KEMABONG,TAMAN TENOM HEIGHTS,5.101513932,115.9443433
TNM_C008_DP0014,TENOM KEMABONG,TAMAN TENOM HEIGHTS,5.100887579,115.9440352
TNM_C008_DP0015,TENOM KEMABONG,TAMAN TENOM HEIGHTS,5.100617723,115.9443901
TNM_C008_DP0016,AMBOI 1,TENOM,5.107970378,115.9382271
TNM_C008_DP0017,AMBOI 1,TENOM,5.11217891,115.9342571
TNM_C008_DP0018,AMBOI 1,TENOM,5.112535156,115.9367918
TNM_C008_DP0019,AMBOI 1,TENOM,5.107053488,115.933951
TNM_C008_DP0020,AMBOI 1,TENOM,5.111251091,115.9361303
TNM_C008_DP0021,TENOM-KEMABONG,TENOM,5.110952223,115.9371608
TNM_C008_DP0022,TENOM-KEMABONG,TENOM,5.112320362,115.9375224
TNM_C008_DP0023,TENOM-KEMABONG,TENOM,5.1117418,115.9387294
TNM_C008_DP0024,TENOM-KEMABONG,TENOM,5.111024203,115.9397487
TNM_C008_DP0025,TMN TEN SEN,TAMAN TEN SEN,5.108725745,115.9391532
TNM_C008_DP0026,TMN TEN SEN B,TAMAN TEN SEN,5.109854923,115.9395478
TNM_C008_DP0027,TMN TEN SEN,TAMAN TEN SEN,5.109833137,115.9402214
TNM_C008_DP0028,TMN TEN SEN A,TAMAN TEN SEN,5.110196252,115.9402706
TNM_C008_DP0029,TENOM-KEMABONG,TENOM,5.107856699,115.9393296
TNM_C008_DP002A,PADAS VIEW OFF JALAN TENOM KEMABONG,PADAS VIEW KAMPUNG CHINTA MATA,5.09044816,115.947601
TNM_C008_DP0030,TENOM-KEMABONG,TENOM,5.109442912,115.9408916
TNM_C008_DP0031,TENOM-KEMABONG,TENOM,5.104742832,115.9429223
TNM_C008_DP0032,TENOM-KEMABONG,TENOM,5.110292289,115.936861
TNM_C008_DP0033,TENOM KEMABONG,KAMPUNG CHINTA MATA,5.093036708,115.9440921
TNM_C008_DP004A,CHINTA MATA OFF JLN TENOM KEMABONG,KAMPUNG CHINTA MATA,5.093015184,115.9456234
TNM_C008_DP005A,CHINTA MATA OFF JLN TENOM KEMABONG,KAMPUNG CHINTA MATA BUKIT,5.090689274,115.9419316
TNM_C008_DP007A,CHINTA MATA TANJUNG OFF JALAN TENOM KEMABONG,KAMPUNG CHINTA MATA TANJUNG,5.094364812,115.948073
TNM_C008_DP009A,TENOM KEMABONG,KAMPUNG CHINTA MATA,5.095791896,115.9414369
TNM_C008_DP010A,TENOM KEMABONG,KAMPUNG CHINTA MATA,5.096000627,115.9413312
TNM_C008_DP012A,AMBOI DUA OFF JALAN TENOM KEMABONG,KAMPUNG AMBOI DUA,5.107184169,115.9410717
TNM_C008_DP012B,AMBOI DUA OFF JALAN TENOM KEMABONG,KAMPUNG AMBOI DUA,5.106082335,115.9398328
TNM_C008_DP013A,TENOM KEMABONG,KAMPUNG AMBOI DUA,5.10468562,115.9430942
TNM_C008_DP017A,AMBOI,TENOM,5.11130224,115.933184
TNM_C008_DP025A,TMN TEN SEN C,TAMAN TEN SEN,5.109324169,115.9391278
TNM_C008_DP031A,AMBOI 2,TENOM,5.106407652,115.9402725
TNM_C009_DP0001,LAGUD SEBERANG,KAMPUNG MAKATABAU,5.121670092,115.9783499
TNM_C009_DP0002,LAGUD SEBERANG,KAMPUNG MAKATABAU,5.119034024,115.9785106
TNM_C009_DP0003,LAGUD SEBERANG,KAMPUNG MAKATABAU,5.118969348,115.9805935
TNM_C009_DP0004,PONONTOMON,KAMPUNG MAKAKUMPAI BATU 2,5.111596035,115.9628999
TNM_C009_DP0005,PONONTOMON,KAMPUNG MAKAKUMPAI BATU 2,5.109681705,115.9703316
TNM_C009_DP0006,PONONTOMON,KAMPUNG ENTABUAN PADANG,5.102551315,115.9650838
TNM_C009_DP0007,PONONTOMON,KAMPUNG ENTABUAN,5.100519402,115.9750137
TNM_C009_DP0008,PONONTOMON,KAMPUNG ENTABUAN,5.103758063,115.9759256
TNM_C009_DP0009,TENOM PONONTOMON,TENOM,5.076153569,115.9738989
TNM_C009_DP0010,PONONTOMON,KAMPUNG ENTABUAN,5.097396047,115.9743816
TNM_C009_DP001A,LAGUD SEBERANG,KAMPUNG MAKATABAU,5.121403583,115.9789578
